shipment_id,transit_days,origin_weather_severity,dest_weather_severity,origin_nlp_risk,is_delayed,delay_days,origin_Dubai Port,origin_Los Angeles Port,origin_Mumbai Port,origin_Rotterdam Port,origin_Shanghai Port,origin_Singapore Port,destination_Dubai Port,destination_Los Angeles Port,destination_Mumbai Port,destination_Rotterdam Port,destination_Shanghai Port,destination_Singapore Port,item_Auto Parts,item_Electronics,item_Machinery,item_Pharmaceuticals,item_Textiles
SHP10370,11,0,0,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
SHP10371,14,1,3,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
SHP10372,13,3,0,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
SHP10373,23,4,0,0.9991770386695862,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10374,11,1,1,0.999616265296936,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10375,25,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10376,20,0,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10377,16,0,0,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
SHP10378,19,4,0,0.998696744441986,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10379,25,4,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
SHP10380,28,0,3,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
SHP10381,19,4,1,0.9991770386695862,1,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
SHP10382,30,7,4,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
SHP10383,18,0,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10384,29,0,0,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
SHP10385,26,10,0,0.1,1,4,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
SHP10386,20,0,4,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
SHP10387,15,10,3,0.989282488822937,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
SHP10388,20,4,0,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10389,27,3,3,0.998903512954712,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10390,11,1,0,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10391,11,4,1,0.1,1,6,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10392,19,7,3,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10393,14,1,3,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
SHP10394,20,1,7,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10395,20,0,4,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10396,30,0,10,0.9990503191947936,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10397,22,7,4,0.9895437955856324,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10398,17,4,3,0.1,1,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
SHP10399,20,4,1,0.1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10400,30,0,1,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
SHP10401,19,0,4,0.1,1,3,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
SHP10402,13,0,0,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
SHP10403,17,0,3,0.998696744441986,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10404,21,7,1,0.9895437955856324,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10405,16,4,0,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10406,24,1,3,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
SHP10407,11,10,3,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10408,14,1,0,0.9990503191947936,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10409,16,3,0,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
SHP10410,11,0,3,0.1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10411,11,0,7,0.9845608472824096,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10412,18,3,4,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
SHP10413,11,0,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
SHP10414,12,0,4,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
SHP10415,15,0,0,0.1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SHP10416,24,0,1,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
SHP10417,27,0,10,0.1,1,9,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10418,22,3,3,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
SHP10419,19,3,7,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
SHP10420,22,0,3,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
SHP10421,18,7,0,0.9996067881584167,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
SHP10422,23,4,0,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
SHP10423,13,0,0,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10424,11,0,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10425,14,4,0,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
SHP10426,28,10,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10427,14,3,0,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
SHP10428,18,1,0,0.1,1,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10429,25,1,0,0.1,1,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10430,23,10,0,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10431,25,3,0,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10432,11,0,3,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
SHP10433,22,3,3,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10434,21,4,0,0.1,1,9,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
SHP10435,22,0,1,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
SHP10436,28,0,10,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10437,20,0,3,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10438,25,0,0,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10439,17,3,0,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
SHP10440,30,0,0,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
SHP10441,24,4,1,0.1,1,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10442,21,10,0,0.9710808396339417,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
SHP10443,10,0,10,0.1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10444,14,1,3,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10445,25,3,1,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
SHP10446,30,0,4,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
SHP10447,14,4,3,0.1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10448,11,1,10,0.1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10449,14,3,3,0.1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
SHP10450,16,0,3,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
SHP10451,29,3,0,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10452,27,0,3,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
SHP10453,27,0,1,0.1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10454,13,3,10,0.1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10455,29,0,3,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10456,21,0,4,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10457,17,0,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10458,22,3,4,0.989282488822937,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
SHP10459,15,0,0,0.1,1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10460,26,3,4,0.9895437955856324,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10461,18,0,0,0.988454520702362,1,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
SHP10462,11,0,7,0.989282488822937,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10463,14,4,4,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
SHP10464,15,3,3,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
SHP10465,22,7,3,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10466,11,0,1,0.1,1,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
SHP10467,29,0,0,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
SHP10468,18,1,4,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
SHP10469,27,0,0,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10470,22,0,3,0.1,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10471,12,0,4,0.9845608472824096,1,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10472,20,1,3,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
SHP10473,21,4,4,0.1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10474,23,3,4,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
SHP10475,10,4,0,0.1,1,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10476,20,0,4,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10477,12,0,0,0.1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10478,15,3,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10479,18,0,4,0.9996067881584167,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
SHP10480,23,0,10,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10481,30,1,0,0.1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
SHP10482,14,1,1,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10483,20,1,7,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10484,20,3,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10485,15,4,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
SHP10486,17,4,1,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10487,28,10,0,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
SHP10488,24,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10489,12,0,0,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
SHP10490,19,1,4,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10491,12,0,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
SHP10492,27,3,0,0.9990503191947936,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10493,21,0,0,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
SHP10494,17,1,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10495,28,3,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10496,13,0,0,0.9990315437316896,1,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
SHP10497,27,10,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10498,22,4,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10499,21,7,0,0.999671220779419,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
SHP10500,12,0,0,0.1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SHP10501,20,4,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
SHP10502,25,0,3,0.1,1,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
SHP10503,19,0,0,0.1,1,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
SHP10504,30,0,3,0.1,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
SHP10505,27,4,4,0.1,1,4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
SHP10506,22,10,4,0.9995731711387634,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10507,29,4,1,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
SHP10508,10,3,3,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10509,13,4,7,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
SHP10510,16,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10511,20,1,3,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10512,21,1,4,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10513,19,4,4,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10514,13,1,0,0.9990503191947936,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
SHP10515,14,0,0,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
SHP10516,22,4,10,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10517,15,0,3,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10518,29,4,3,0.1,1,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
SHP10519,16,1,0,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
SHP10520,25,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10521,28,7,0,0.9895437955856324,1,21,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10522,17,1,0,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
SHP10523,27,3,4,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
SHP10524,21,4,0,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
SHP10525,23,4,0,0.998903512954712,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10526,24,1,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
SHP10527,16,10,3,0.1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10528,23,1,0,0.9750776886940002,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10529,28,7,10,0.1,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
SHP10530,20,3,10,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10531,26,4,3,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10532,11,3,0,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
SHP10533,14,1,1,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
SHP10534,28,0,0,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
SHP10535,12,4,1,0.9990315437316896,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
SHP10536,21,0,1,0.1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10537,12,0,0,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10538,22,0,4,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
SHP10539,20,4,1,0.1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10540,28,3,3,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10541,30,0,0,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10542,24,0,4,0.1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10543,19,7,4,0.9895437955856324,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10544,12,3,0,0.998696744441986,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
SHP10545,30,3,4,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
SHP10546,12,4,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
SHP10547,14,4,1,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10548,20,4,4,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
SHP10549,17,0,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10550,21,4,1,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
SHP10551,14,1,4,0.1,1,4,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
SHP10552,15,0,0,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10553,29,3,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
SHP10554,13,0,0,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
SHP10555,14,3,4,0.999616265296936,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10556,29,0,4,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
SHP10557,19,4,0,0.1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
SHP10558,19,3,0,0.9996029734611512,0,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10559,17,0,0,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
SHP10560,21,4,7,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10561,21,0,4,0.9996067881584167,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
SHP10562,28,0,0,0.1,1,6,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
SHP10563,22,1,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
SHP10564,22,1,4,0.9990315437316896,1,10,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
SHP10565,18,1,0,0.9845608472824096,1,8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10566,27,0,10,0.989282488822937,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10567,23,0,0,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
SHP10568,23,1,3,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
SHP10569,15,0,0,0.9990503191947936,1,12,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10570,25,10,1,0.9996131062507628,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
SHP10571,21,1,10,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10572,23,3,3,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10573,12,10,7,0.9995187520980836,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10574,28,4,4,0.1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
SHP10575,13,0,7,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
SHP10576,17,4,1,0.1,1,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10577,11,0,4,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10578,17,4,0,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
SHP10579,28,0,3,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
SHP10580,26,10,0,0.9995731711387634,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
SHP10581,19,4,0,0.1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
SHP10582,16,4,4,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
SHP10583,21,0,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10584,14,0,1,0.1,1,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10585,21,1,3,0.1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
SHP10586,22,0,3,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
SHP10587,26,10,3,0.9710808396339417,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
SHP10588,18,4,1,0.9991770386695862,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10589,21,3,3,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
SHP10590,26,1,0,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
SHP10591,11,0,0,0.1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10592,20,4,7,0.1,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
SHP10593,18,0,0,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
SHP10594,14,0,1,0.1,1,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
SHP10595,13,0,0,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
SHP10596,18,0,4,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
SHP10597,29,0,10,0.1,1,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
SHP10598,17,0,4,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
SHP10599,19,4,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10600,27,4,4,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
SHP10601,14,0,3,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
SHP10602,22,0,0,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10603,18,3,3,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
SHP10604,30,0,4,0.1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
SHP10605,11,0,0,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
SHP10606,22,0,1,0.9995187520980836,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10607,16,0,3,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10608,11,7,4,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10609,23,4,1,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10610,22,4,0,0.1,1,13,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10611,27,1,0,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
SHP10612,25,1,4,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10613,18,3,1,0.9996029734611512,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10614,18,3,0,0.1,1,2,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10615,17,7,10,0.9632990956306458,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10616,27,0,10,0.9995662569999696,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10617,22,4,3,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
SHP10618,20,0,4,0.1,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
SHP10619,21,1,0,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
SHP10620,25,0,3,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
