shipment_id,origin,destination,item,dispatch_date,planned_eta,actual_arrival,delay_days,is_delayed
SHP10260,Shanghai Port,Los Angeles Port,Machinery,2023-03-20,2023-04-19,2023-04-28,9,1
SHP10261,Singapore Port,Rotterdam Port,Pharmaceuticals,2023-10-16,2023-11-13,2023-11-13,0,0
SHP10262,Dubai Port,Singapore Port,Textiles,2023-11-18,2023-12-08,2023-12-08,0,0
SHP10263,Mumbai Port,Dubai Port,Pharmaceuticals,2023-11-20,2023-12-09,2023-12-09,0,0
SHP10264,Dubai Port,Mumbai Port,Textiles,2023-09-17,2023-09-29,2023-09-29,0,0
SHP10265,Rotterdam Port,Mumbai Port,Electronics,2023-07-08,2023-07-27,2023-07-29,2,1
SHP10266,Mumbai Port,Singapore Port,Machinery,2023-09-17,2023-10-09,2023-10-09,0,0
SHP10267,Dubai Port,Mumbai Port,Pharmaceuticals,2023-10-20,2023-11-19,2023-11-19,0,0
SHP10268,Dubai Port,Rotterdam Port,Machinery,2023-03-19,2023-03-30,2023-03-30,0,0
SHP10269,Los Angeles Port,Mumbai Port,Machinery,2023-11-27,2023-12-12,2023-12-15,3,1
SHP10270,Singapore Port,Rotterdam Port,Pharmaceuticals,2023-09-26,2023-10-22,2023-10-22,0,0
SHP10271,Los Angeles Port,Rotterdam Port,Textiles,2023-07-18,2023-08-10,2023-08-10,0,0
SHP10272,Singapore Port,Dubai Port,Electronics,2023-11-20,2023-12-20,2023-12-20,0,0
SHP10273,Los Angeles Port,Mumbai Port,Machinery,2023-12-14,2024-01-05,2024-01-05,0,0
SHP10274,Singapore Port,Dubai Port,Auto Parts,2023-06-20,2023-07-02,2023-07-02,0,0
SHP10275,Shanghai Port,Rotterdam Port,Textiles,2023-12-02,2023-12-24,2023-12-24,0,0
SHP10276,Singapore Port,Mumbai Port,Textiles,2023-10-14,2023-11-05,2023-11-05,0,0
SHP10277,Los Angeles Port,Shanghai Port,Machinery,2023-02-17,2023-03-19,2023-03-19,0,0
SHP10278,Dubai Port,Los Angeles Port,Electronics,2023-07-05,2023-07-24,2023-07-27,3,1
SHP10279,Shanghai Port,Rotterdam Port,Pharmaceuticals,2023-04-09,2023-04-26,2023-04-26,0,0
SHP10280,Shanghai Port,Mumbai Port,Textiles,2023-02-21,2023-03-19,2023-03-19,0,0
SHP10281,Singapore Port,Dubai Port,Electronics,2023-12-05,2023-12-25,2023-12-25,0,0
SHP10282,Dubai Port,Shanghai Port,Machinery,2023-07-12,2023-07-26,2023-07-26,0,0
SHP10283,Singapore Port,Dubai Port,Auto Parts,2023-08-13,2023-08-24,2023-08-24,0,0
SHP10284,Singapore Port,Shanghai Port,Pharmaceuticals,2023-11-09,2023-11-28,2023-11-28,0,0
SHP10285,Rotterdam Port,Shanghai Port,Machinery,2023-05-03,2023-05-22,2023-05-22,0,0
SHP10286,Rotterdam Port,Shanghai Port,Textiles,2023-12-14,2024-01-11,2024-01-11,0,0
SHP10287,Rotterdam Port,Los Angeles Port,Pharmaceuticals,2023-09-15,2023-10-11,2023-10-11,0,0
SHP10288,Shanghai Port,Los Angeles Port,Machinery,2023-03-12,2023-03-30,2023-04-03,4,1
SHP10289,Rotterdam Port,Los Angeles Port,Machinery,2023-02-22,2023-03-20,2023-03-20,0,0
SHP10290,Los Angeles Port,Mumbai Port,Auto Parts,2023-05-20,2023-06-13,2023-06-13,0,0
SHP10291,Shanghai Port,Dubai Port,Electronics,2023-04-24,2023-05-18,2023-05-18,0,0
SHP10292,Mumbai Port,Dubai Port,Electronics,2023-07-22,2023-08-17,2023-08-17,0,0
SHP10293,Rotterdam Port,Mumbai Port,Textiles,2023-04-25,2023-05-05,2023-05-05,0,0
SHP10294,Mumbai Port,Rotterdam Port,Auto Parts,2023-03-12,2023-03-23,2023-03-23,0,0
SHP10295,Rotterdam Port,Shanghai Port,Pharmaceuticals,2023-08-18,2023-09-16,2023-09-24,8,1
SHP10296,Mumbai Port,Shanghai Port,Textiles,2023-04-21,2023-05-05,2023-05-05,0,0
SHP10297,Singapore Port,Dubai Port,Machinery,2023-08-05,2023-08-18,2023-08-18,0,0
SHP10298,Shanghai Port,Rotterdam Port,Electronics,2023-01-25,2023-02-11,2023-02-11,0,0
SHP10299,Dubai Port,Rotterdam Port,Electronics,2023-02-26,2023-03-23,2023-03-23,0,0
SHP10300,Mumbai Port,Singapore Port,Machinery,2023-05-04,2023-05-18,2023-05-18,0,0
SHP10301,Mumbai Port,Singapore Port,Textiles,2023-05-04,2023-06-01,2023-06-01,0,0
SHP10302,Singapore Port,Mumbai Port,Machinery,2023-07-04,2023-07-16,2023-07-16,0,0
SHP10303,Dubai Port,Singapore Port,Machinery,2023-10-11,2023-10-21,2023-10-21,0,0
SHP10304,Rotterdam Port,Mumbai Port,Pharmaceuticals,2023-07-11,2023-07-29,2023-07-29,0,0
SHP10305,Los Angeles Port,Mumbai Port,Textiles,2023-05-04,2023-06-03,2023-06-03,0,0
SHP10306,Dubai Port,Los Angeles Port,Auto Parts,2023-01-23,2023-02-13,2023-02-13,0,0
SHP10307,Singapore Port,Shanghai Port,Pharmaceuticals,2023-12-23,2024-01-17,2024-01-17,0,0
SHP10308,Shanghai Port,Mumbai Port,Pharmaceuticals,2023-01-19,2023-02-07,2023-02-07,0,0
SHP10309,Shanghai Port,Mumbai Port,Textiles,2023-06-08,2023-07-04,2023-07-04,0,0
SHP10310,Dubai Port,Rotterdam Port,Textiles,2023-01-19,2023-02-18,2023-02-18,0,0
SHP10311,Los Angeles Port,Mumbai Port,Textiles,2023-05-20,2023-06-02,2023-06-02,0,0
SHP10312,Rotterdam Port,Dubai Port,Pharmaceuticals,2023-07-17,2023-08-06,2023-08-06,0,0
SHP10313,Rotterdam Port,Dubai Port,Textiles,2023-09-23,2023-10-11,2023-10-11,0,0
SHP10314,Singapore Port,Rotterdam Port,Electronics,2023-08-09,2023-09-07,2023-09-07,0,0
SHP10315,Shanghai Port,Singapore Port,Textiles,2023-06-14,2023-06-27,2023-07-09,12,1
SHP10316,Singapore Port,Los Angeles Port,Textiles,2023-08-17,2023-09-15,2023-09-15,0,0
SHP10317,Shanghai Port,Dubai Port,Textiles,2023-08-17,2023-08-28,2023-08-28,0,0
SHP10318,Los Angeles Port,Singapore Port,Pharmaceuticals,2023-05-21,2023-06-20,2023-06-20,0,0
SHP10319,Mumbai Port,Shanghai Port,Pharmaceuticals,2023-07-06,2023-08-01,2023-08-01,0,0
SHP10320,Singapore Port,Shanghai Port,Electronics,2023-03-15,2023-04-13,2023-04-13,0,0
SHP10321,Rotterdam Port,Mumbai Port,Auto Parts,2023-02-04,2023-02-21,2023-02-21,0,0
SHP10322,Los Angeles Port,Rotterdam Port,Pharmaceuticals,2023-10-18,2023-10-29,2023-10-29,0,0
SHP10323,Singapore Port,Rotterdam Port,Textiles,2023-07-10,2023-08-03,2023-08-03,0,0
SHP10324,Dubai Port,Shanghai Port,Machinery,2023-07-07,2023-07-29,2023-07-29,0,0
SHP10325,Los Angeles Port,Shanghai Port,Electronics,2023-01-14,2023-01-29,2023-01-29,0,0
SHP10326,Rotterdam Port,Singapore Port,Electronics,2023-05-15,2023-06-02,2023-06-02,0,0
SHP10327,Shanghai Port,Singapore Port,Textiles,2023-12-22,2024-01-16,2024-01-16,0,0
SHP10328,Shanghai Port,Mumbai Port,Pharmaceuticals,2023-03-30,2023-04-23,2023-04-23,0,0
SHP10329,Singapore Port,Los Angeles Port,Textiles,2023-12-30,2024-01-11,2024-01-11,0,0
SHP10330,Los Angeles Port,Rotterdam Port,Auto Parts,2023-12-31,2024-01-30,2024-01-30,0,0
SHP10331,Los Angeles Port,Singapore Port,Auto Parts,2023-03-04,2023-03-20,2023-03-20,0,0
SHP10332,Shanghai Port,Dubai Port,Electronics,2023-07-04,2023-07-31,2023-07-31,0,0
SHP10333,Rotterdam Port,Singapore Port,Auto Parts,2023-11-10,2023-11-22,2023-11-28,6,1
SHP10334,Rotterdam Port,Dubai Port,Machinery,2023-07-30,2023-08-22,2023-08-22,0,0
SHP10335,Mumbai Port,Los Angeles Port,Textiles,2023-11-25,2023-12-07,2023-12-07,0,0
SHP10336,Singapore Port,Dubai Port,Textiles,2023-03-07,2023-04-03,2023-04-03,0,0
SHP10337,Shanghai Port,Los Angeles Port,Pharmaceuticals,2023-09-15,2023-09-26,2023-09-26,0,0
SHP10338,Dubai Port,Shanghai Port,Textiles,2023-03-26,2023-04-10,2023-04-10,0,0
SHP10339,Singapore Port,Shanghai Port,Textiles,2023-09-23,2023-10-12,2023-10-12,0,0
SHP10340,Los Angeles Port,Shanghai Port,Machinery,2023-05-21,2023-06-04,2023-06-04,0,0
SHP10341,Dubai Port,Singapore Port,Electronics,2023-09-15,2023-10-15,2023-10-17,2,1
SHP10342,Dubai Port,Shanghai Port,Auto Parts,2023-12-04,2024-01-02,2024-01-02,0,0
SHP10343,Dubai Port,Los Angeles Port,Machinery,2023-01-22,2023-02-01,2023-02-05,4,1
SHP10344,Singapore Port,Dubai Port,Textiles,2023-11-30,2023-12-16,2023-12-16,0,0
SHP10345,Rotterdam Port,Singapore Port,Electronics,2023-09-12,2023-10-12,2023-10-12,0,0
SHP10346,Singapore Port,Los Angeles Port,Pharmaceuticals,2023-05-06,2023-05-28,2023-05-28,0,0
SHP10347,Mumbai Port,Shanghai Port,Auto Parts,2023-08-14,2023-09-06,2023-09-06,0,0
SHP10348,Shanghai Port,Rotterdam Port,Machinery,2023-03-15,2023-04-04,2023-04-04,0,0
SHP10349,Los Angeles Port,Rotterdam Port,Pharmaceuticals,2023-03-08,2023-03-29,2023-03-29,0,0
SHP10350,Mumbai Port,Rotterdam Port,Auto Parts,2023-08-27,2023-09-09,2023-09-09,0,0
SHP10351,Shanghai Port,Los Angeles Port,Electronics,2023-01-26,2023-02-14,2023-02-14,0,0
SHP10352,Dubai Port,Rotterdam Port,Auto Parts,2023-03-23,2023-04-12,2023-04-12,0,0
SHP10353,Singapore Port,Los Angeles Port,Auto Parts,2023-03-23,2023-04-17,2023-04-17,0,0
SHP10354,Rotterdam Port,Dubai Port,Textiles,2023-09-12,2023-09-22,2023-10-05,13,1
SHP10355,Rotterdam Port,Singapore Port,Pharmaceuticals,2023-05-04,2023-05-20,2023-05-20,0,0
SHP10356,Mumbai Port,Shanghai Port,Textiles,2023-09-11,2023-10-10,2023-10-10,0,0
SHP10357,Singapore Port,Rotterdam Port,Textiles,2023-10-02,2023-10-12,2023-10-12,0,0
SHP10358,Rotterdam Port,Shanghai Port,Textiles,2023-07-07,2023-07-29,2023-07-29,0,0
SHP10359,Rotterdam Port,Mumbai Port,Machinery,2023-10-15,2023-10-31,2023-10-31,0,0
SHP10360,Los Angeles Port,Mumbai Port,Pharmaceuticals,2023-09-16,2023-10-10,2023-10-10,0,0
SHP10361,Los Angeles Port,Singapore Port,Machinery,2023-03-02,2023-03-16,2023-03-16,0,0
SHP10362,Rotterdam Port,Los Angeles Port,Textiles,2023-10-13,2023-11-03,2023-11-03,0,0
SHP10363,Shanghai Port,Singapore Port,Machinery,2023-07-25,2023-08-20,2023-08-25,5,1
SHP10364,Mumbai Port,Los Angeles Port,Textiles,2023-08-31,2023-09-26,2023-09-26,0,0
SHP10365,Dubai Port,Singapore Port,Auto Parts,2023-06-17,2023-07-16,2023-07-16,0,0
SHP10366,Rotterdam Port,Singapore Port,Textiles,2023-10-31,2023-11-20,2023-11-20,0,0
SHP10367,Dubai Port,Singapore Port,Pharmaceuticals,2023-12-29,2024-01-26,2024-01-26,0,0
SHP10368,Mumbai Port,Rotterdam Port,Textiles,2023-12-11,2023-12-24,2023-12-24,0,0
SHP10369,Dubai Port,Los Angeles Port,Electronics,2023-11-02,2023-11-27,2023-11-27,0,0
SHP10370,Singapore Port,Dubai Port,Machinery,2023-04-27,2023-05-08,2023-05-08,0,0
SHP10371,Shanghai Port,Singapore Port,Machinery,2023-07-14,2023-07-28,2023-07-28,0,0
SHP10372,Shanghai Port,Mumbai Port,Machinery,2023-12-25,2024-01-07,2024-01-07,0,0
SHP10373,Rotterdam Port,Los Angeles Port,Pharmaceuticals,2023-03-19,2023-04-11,2023-04-11,0,0
SHP10374,Rotterdam Port,Singapore Port,Machinery,2023-08-30,2023-09-10,2023-09-10,0,0
SHP10375,Dubai Port,Shanghai Port,Machinery,2023-06-16,2023-07-11,2023-07-11,0,0
SHP10376,Los Angeles Port,Shanghai Port,Pharmaceuticals,2023-09-30,2023-10-20,2023-10-20,0,0
SHP10377,Singapore Port,Los Angeles Port,Machinery,2023-09-05,2023-09-21,2023-09-21,0,0
SHP10378,Los Angeles Port,Singapore Port,Textiles,2023-04-26,2023-05-15,2023-05-15,0,0
SHP10379,Singapore Port,Shanghai Port,Pharmaceuticals,2023-06-12,2023-07-07,2023-07-07,0,0
SHP10380,Singapore Port,Los Angeles Port,Textiles,2023-03-04,2023-04-01,2023-04-01,0,0
SHP10381,Rotterdam Port,Dubai Port,Textiles,2023-03-16,2023-04-04,2023-04-07,3,1
SHP10382,Singapore Port,Mumbai Port,Textiles,2023-08-15,2023-09-14,2023-09-14,0,0
SHP10383,Rotterdam Port,Shanghai Port,Auto Parts,2023-10-03,2023-10-21,2023-10-21,0,0
SHP10384,Singapore Port,Los Angeles Port,Auto Parts,2023-02-25,2023-03-26,2023-03-26,0,0
SHP10385,Shanghai Port,Los Angeles Port,Electronics,2023-12-09,2024-01-04,2024-01-08,4,1
SHP10386,Shanghai Port,Mumbai Port,Electronics,2023-07-31,2023-08-20,2023-08-20,0,0
SHP10387,Mumbai Port,Los Angeles Port,Electronics,2023-10-09,2023-10-24,2023-10-24,0,0
SHP10388,Rotterdam Port,Dubai Port,Auto Parts,2023-05-28,2023-06-17,2023-06-17,0,0
SHP10389,Mumbai Port,Shanghai Port,Machinery,2023-04-29,2023-05-26,2023-05-26,0,0
SHP10390,Mumbai Port,Los Angeles Port,Pharmaceuticals,2023-04-01,2023-04-12,2023-04-12,0,0
SHP10391,Rotterdam Port,Dubai Port,Auto Parts,2023-05-29,2023-06-09,2023-06-15,6,1
SHP10392,Dubai Port,Singapore Port,Electronics,2023-06-21,2023-07-10,2023-07-10,0,0
SHP10393,Singapore Port,Dubai Port,Machinery,2023-09-10,2023-09-24,2023-09-24,0,0
SHP10394,Rotterdam Port,Los Angeles Port,Auto Parts,2023-02-27,2023-03-19,2023-03-19,0,0
SHP10395,Rotterdam Port,Los Angeles Port,Auto Parts,2023-01-08,2023-01-28,2023-01-28,0,0
SHP10396,Dubai Port,Shanghai Port,Auto Parts,2023-11-09,2023-12-09,2023-12-09,0,0
SHP10397,Rotterdam Port,Singapore Port,Textiles,2023-02-14,2023-03-08,2023-03-08,0,0
SHP10398,Shanghai Port,Los Angeles Port,Pharmaceuticals,2023-06-15,2023-07-02,2023-07-04,2,1
SHP10399,Rotterdam Port,Shanghai Port,Pharmaceuticals,2023-05-17,2023-06-06,2023-06-06,0,0
SHP10400,Singapore Port,Dubai Port,Electronics,2023-05-14,2023-06-13,2023-06-13,0,0
SHP10401,Shanghai Port,Mumbai Port,Electronics,2023-08-27,2023-09-15,2023-09-18,3,1
SHP10402,Singapore Port,Dubai Port,Textiles,2023-12-20,2024-01-02,2024-01-02,0,0
SHP10403,Los Angeles Port,Rotterdam Port,Machinery,2023-04-24,2023-05-11,2023-05-11,0,0
SHP10404,Rotterdam Port,Shanghai Port,Pharmaceuticals,2023-11-07,2023-11-28,2023-11-28,0,0
SHP10405,Dubai Port,Rotterdam Port,Machinery,2023-12-07,2023-12-23,2023-12-23,0,0
SHP10406,Singapore Port,Dubai Port,Electronics,2023-09-27,2023-10-21,2023-10-21,0,0
SHP10407,Los Angeles Port,Mumbai Port,Machinery,2023-02-27,2023-03-10,2023-03-10,0,0
SHP10408,Dubai Port,Shanghai Port,Machinery,2023-10-02,2023-10-16,2023-10-16,0,0
SHP10409,Dubai Port,Rotterdam Port,Electronics,2023-12-15,2023-12-31,2023-12-31,0,0
SHP10410,Rotterdam Port,Mumbai Port,Machinery,2023-08-17,2023-08-28,2023-08-28,0,0
SHP10411,Dubai Port,Rotterdam Port,Pharmaceuticals,2023-10-16,2023-10-27,2023-10-27,0,0
SHP10412,Singapore Port,Los Angeles Port,Electronics,2023-07-22,2023-08-09,2023-08-09,0,0
SHP10413,Singapore Port,Shanghai Port,Machinery,2023-02-07,2023-02-18,2023-02-18,0,0
SHP10414,Singapore Port,Mumbai Port,Machinery,2023-01-31,2023-02-12,2023-02-12,0,0
SHP10415,Rotterdam Port,Mumbai Port,Textiles,2023-07-29,2023-08-13,2023-08-13,0,0
SHP10416,Singapore Port,Rotterdam Port,Textiles,2023-07-15,2023-08-08,2023-08-08,0,0
SHP10417,Rotterdam Port,Dubai Port,Electronics,2023-12-16,2024-01-12,2024-01-21,9,1
SHP10418,Los Angeles Port,Mumbai Port,Auto Parts,2023-10-03,2023-10-25,2023-10-25,0,0
SHP10419,Singapore Port,Shanghai Port,Electronics,2023-01-12,2023-01-31,2023-01-31,0,0
SHP10420,Singapore Port,Dubai Port,Pharmaceuticals,2023-09-30,2023-10-22,2023-10-22,0,0
SHP10421,Shanghai Port,Dubai Port,Textiles,2023-03-21,2023-04-08,2023-04-08,0,0
SHP10422,Singapore Port,Mumbai Port,Electronics,2023-12-05,2023-12-28,2023-12-28,0,0
SHP10423,Mumbai Port,Los Angeles Port,Auto Parts,2023-02-04,2023-02-17,2023-02-17,0,0
SHP10424,Rotterdam Port,Singapore Port,Electronics,2023-05-06,2023-05-17,2023-05-17,0,0
SHP10425,Shanghai Port,Singapore Port,Auto Parts,2023-01-29,2023-02-12,2023-02-12,0,0
SHP10426,Los Angeles Port,Shanghai Port,Machinery,2023-06-13,2023-07-11,2023-07-11,0,0
SHP10427,Singapore Port,Los Angeles Port,Auto Parts,2023-06-04,2023-06-18,2023-06-18,0,0
SHP10428,Dubai Port,Shanghai Port,Pharmaceuticals,2023-06-03,2023-06-21,2023-06-27,6,1
SHP10429,Dubai Port,Shanghai Port,Pharmaceuticals,2023-10-12,2023-11-06,2023-11-11,5,1
SHP10430,Los Angeles Port,Dubai Port,Machinery,2023-06-13,2023-07-06,2023-07-06,0,0
SHP10431,Los Angeles Port,Dubai Port,Auto Parts,2023-10-03,2023-10-28,2023-10-28,0,0
SHP10432,Shanghai Port,Rotterdam Port,Auto Parts,2023-08-26,2023-09-06,2023-09-06,0,0
SHP10433,Rotterdam Port,Singapore Port,Machinery,2023-03-10,2023-04-01,2023-04-01,0,0
SHP10434,Shanghai Port,Rotterdam Port,Electronics,2023-08-19,2023-09-09,2023-09-18,9,1
SHP10435,Singapore Port,Shanghai Port,Electronics,2023-05-18,2023-06-09,2023-06-09,0,0
SHP10436,Dubai Port,Mumbai Port,Electronics,2023-04-07,2023-05-05,2023-05-05,0,0
SHP10437,Dubai Port,Shanghai Port,Pharmaceuticals,2023-04-17,2023-05-07,2023-05-07,0,0
SHP10438,Mumbai Port,Los Angeles Port,Auto Parts,2023-03-02,2023-03-27,2023-03-27,0,0
SHP10439,Singapore Port,Dubai Port,Auto Parts,2023-07-23,2023-08-09,2023-08-09,0,0
SHP10440,Los Angeles Port,Dubai Port,Pharmaceuticals,2023-10-01,2023-10-31,2023-10-31,0,0
SHP10441,Los Angeles Port,Rotterdam Port,Machinery,2023-09-12,2023-10-06,2023-10-08,2,1
SHP10442,Singapore Port,Rotterdam Port,Textiles,2023-04-15,2023-05-06,2023-05-06,0,0
SHP10443,Mumbai Port,Singapore Port,Auto Parts,2023-03-16,2023-03-26,2023-03-26,0,0
SHP10444,Dubai Port,Singapore Port,Pharmaceuticals,2023-06-01,2023-06-15,2023-06-15,0,0
SHP10445,Shanghai Port,Dubai Port,Machinery,2023-05-06,2023-05-31,2023-05-31,0,0
SHP10446,Singapore Port,Los Angeles Port,Textiles,2023-09-08,2023-10-08,2023-10-08,0,0
SHP10447,Rotterdam Port,Shanghai Port,Textiles,2023-03-28,2023-04-11,2023-04-11,0,0
SHP10448,Rotterdam Port,Shanghai Port,Machinery,2023-11-25,2023-12-06,2023-12-06,0,0
SHP10449,Mumbai Port,Shanghai Port,Electronics,2023-07-31,2023-08-14,2023-08-14,0,0
SHP10450,Shanghai Port,Mumbai Port,Auto Parts,2023-01-05,2023-01-21,2023-01-21,0,0
SHP10451,Los Angeles Port,Mumbai Port,Machinery,2023-11-23,2023-12-22,2023-12-22,0,0
SHP10452,Singapore Port,Rotterdam Port,Electronics,2023-01-04,2023-01-31,2023-01-31,0,0
SHP10453,Mumbai Port,Shanghai Port,Machinery,2023-05-21,2023-06-17,2023-06-17,0,0
SHP10454,Mumbai Port,Singapore Port,Pharmaceuticals,2023-04-02,2023-04-15,2023-04-15,0,0
SHP10455,Dubai Port,Shanghai Port,Auto Parts,2023-04-09,2023-05-08,2023-05-08,0,0
SHP10456,Los Angeles Port,Rotterdam Port,Pharmaceuticals,2023-02-10,2023-03-03,2023-03-03,0,0
SHP10457,Rotterdam Port,Singapore Port,Auto Parts,2023-12-23,2024-01-09,2024-01-09,0,0
SHP10458,Mumbai Port,Shanghai Port,Electronics,2023-07-27,2023-08-18,2023-08-18,0,0
SHP10459,Rotterdam Port,Mumbai Port,Electronics,2023-12-26,2024-01-10,2024-01-13,3,1
SHP10460,Rotterdam Port,Los Angeles Port,Machinery,2023-02-18,2023-03-16,2023-03-16,0,0
SHP10461,Shanghai Port,Los Angeles Port,Machinery,2023-09-01,2023-09-19,2023-09-25,6,1
SHP10462,Mumbai Port,Rotterdam Port,Machinery,2023-10-16,2023-10-27,2023-10-27,0,0
SHP10463,Los Angeles Port,Mumbai Port,Auto Parts,2023-10-28,2023-11-11,2023-11-11,0,0
SHP10464,Singapore Port,Rotterdam Port,Electronics,2023-06-03,2023-06-18,2023-06-18,0,0
SHP10465,Dubai Port,Rotterdam Port,Machinery,2023-06-19,2023-07-11,2023-07-11,0,0
SHP10466,Shanghai Port,Mumbai Port,Machinery,2023-06-27,2023-07-08,2023-07-14,6,1
SHP10467,Shanghai Port,Mumbai Port,Textiles,2023-11-06,2023-12-05,2023-12-05,0,0
SHP10468,Rotterdam Port,Los Angeles Port,Electronics,2023-11-21,2023-12-09,2023-12-09,0,0
SHP10469,Rotterdam Port,Dubai Port,Auto Parts,2023-07-02,2023-07-29,2023-07-29,0,0
SHP10470,Rotterdam Port,Shanghai Port,Machinery,2023-12-05,2023-12-27,2023-12-28,1,1
SHP10471,Dubai Port,Los Angeles Port,Auto Parts,2024-01-01,2024-01-13,2024-01-16,3,1
SHP10472,Shanghai Port,Dubai Port,Auto Parts,2023-07-19,2023-08-08,2023-08-08,0,0
SHP10473,Mumbai Port,Shanghai Port,Textiles,2023-08-16,2023-09-06,2023-09-06,0,0
SHP10474,Mumbai Port,Los Angeles Port,Electronics,2023-04-06,2023-04-29,2023-04-29,0,0
SHP10475,Dubai Port,Singapore Port,Pharmaceuticals,2023-02-22,2023-03-04,2023-03-08,4,1
SHP10476,Dubai Port,Mumbai Port,Machinery,2023-11-03,2023-11-23,2023-11-23,0,0
SHP10477,Mumbai Port,Rotterdam Port,Pharmaceuticals,2023-07-18,2023-07-30,2023-07-30,0,0
SHP10478,Dubai Port,Shanghai Port,Machinery,2023-09-24,2023-10-09,2023-10-09,0,0
SHP10479,Shanghai Port,Los Angeles Port,Textiles,2023-06-04,2023-06-22,2023-06-22,0,0
SHP10480,Mumbai Port,Los Angeles Port,Pharmaceuticals,2023-05-22,2023-06-14,2023-06-14,0,0
SHP10481,Mumbai Port,Rotterdam Port,Textiles,2023-05-07,2023-06-06,2023-06-06,0,0
SHP10482,Dubai Port,Shanghai Port,Pharmaceuticals,2023-02-24,2023-03-10,2023-03-10,0,0
SHP10483,Rotterdam Port,Los Angeles Port,Machinery,2023-07-14,2023-08-03,2023-08-03,0,0
SHP10484,Rotterdam Port,Singapore Port,Auto Parts,2023-06-03,2023-06-23,2023-06-23,0,0
SHP10485,Singapore Port,Shanghai Port,Pharmaceuticals,2023-06-10,2023-06-25,2023-06-25,0,0
SHP10486,Los Angeles Port,Rotterdam Port,Pharmaceuticals,2023-10-22,2023-11-08,2023-11-08,0,0
SHP10487,Los Angeles Port,Dubai Port,Textiles,2023-02-28,2023-03-28,2023-03-28,0,0
SHP10488,Dubai Port,Shanghai Port,Machinery,2023-01-14,2023-02-07,2023-02-07,0,0
SHP10489,Shanghai Port,Dubai Port,Textiles,2023-12-21,2024-01-02,2024-01-02,0,0
SHP10490,Rotterdam Port,Dubai Port,Auto Parts,2023-11-21,2023-12-10,2023-12-10,0,0
SHP10491,Singapore Port,Shanghai Port,Pharmaceuticals,2023-07-13,2023-07-25,2023-07-25,0,0
SHP10492,Dubai Port,Rotterdam Port,Machinery,2023-07-25,2023-08-21,2023-08-21,0,0
SHP10493,Singapore Port,Rotterdam Port,Machinery,2023-01-19,2023-02-09,2023-02-09,0,0
SHP10494,Dubai Port,Singapore Port,Electronics,2023-02-25,2023-03-14,2023-03-14,0,0
SHP10495,Los Angeles Port,Shanghai Port,Machinery,2023-01-23,2023-02-20,2023-02-20,0,0
SHP10496,Singapore Port,Rotterdam Port,Textiles,2023-08-09,2023-08-22,2023-08-28,6,1
SHP10497,Los Angeles Port,Shanghai Port,Machinery,2023-09-23,2023-10-20,2023-10-20,0,0
SHP10498,Dubai Port,Shanghai Port,Pharmaceuticals,2023-07-11,2023-08-02,2023-08-02,0,0
SHP10499,Singapore Port,Dubai Port,Machinery,2023-03-19,2023-04-09,2023-04-09,0,0
SHP10500,Rotterdam Port,Mumbai Port,Textiles,2023-08-01,2023-08-13,2023-08-13,0,0
SHP10501,Singapore Port,Shanghai Port,Textiles,2023-06-09,2023-06-29,2023-06-29,0,0
SHP10502,Shanghai Port,Singapore Port,Pharmaceuticals,2023-06-28,2023-07-23,2023-07-29,6,1
SHP10503,Singapore Port,Rotterdam Port,Textiles,2023-02-04,2023-02-23,2023-02-27,4,1
SHP10504,Singapore Port,Mumbai Port,Electronics,2023-06-25,2023-07-25,2023-07-26,1,1
SHP10505,Shanghai Port,Los Angeles Port,Machinery,2023-03-31,2023-04-27,2023-05-01,4,1
SHP10506,Dubai Port,Rotterdam Port,Pharmaceuticals,2023-04-29,2023-05-21,2023-05-21,0,0
SHP10507,Shanghai Port,Dubai Port,Pharmaceuticals,2023-01-15,2023-02-13,2023-02-13,0,0
SHP10508,Rotterdam Port,Singapore Port,Pharmaceuticals,2023-07-19,2023-07-29,2023-07-29,0,0
SHP10509,Shanghai Port,Rotterdam Port,Electronics,2023-10-23,2023-11-05,2023-11-05,0,0
SHP10510,Dubai Port,Shanghai Port,Textiles,2023-06-16,2023-07-02,2023-07-02,0,0
SHP10511,Los Angeles Port,Dubai Port,Machinery,2023-11-24,2023-12-14,2023-12-14,0,0
SHP10512,Dubai Port,Rotterdam Port,Machinery,2023-02-28,2023-03-21,2023-03-21,0,0
SHP10513,Rotterdam Port,Singapore Port,Auto Parts,2023-12-11,2023-12-30,2023-12-30,0,0
SHP10514,Dubai Port,Mumbai Port,Auto Parts,2023-06-10,2023-06-23,2023-06-23,0,0
SHP10515,Mumbai Port,Los Angeles Port,Textiles,2023-12-22,2024-01-05,2024-01-05,0,0
SHP10516,Rotterdam Port,Singapore Port,Auto Parts,2023-10-22,2023-11-13,2023-11-13,0,0
SHP10517,Rotterdam Port,Singapore Port,Auto Parts,2023-10-12,2023-10-27,2023-10-27,0,0
SHP10518,Shanghai Port,Los Angeles Port,Textiles,2023-08-19,2023-09-17,2023-09-22,5,1
SHP10519,Los Angeles Port,Mumbai Port,Pharmaceuticals,2023-03-11,2023-03-27,2023-03-27,0,0
SHP10520,Dubai Port,Singapore Port,Pharmaceuticals,2023-07-29,2023-08-23,2023-08-23,0,0
